450,321,632,200,530,0
447,321,632,200,533,0
444,321,632,200,536,0
441,321,632,200,539,0
438,321,632,200,542,0
435,321,632,200,545,0
432,321,632,200,548,0
429,321,632,200,551,0
426,321,632,200,554,0
423,321,632,200,557,0
420,321,632,200,560,0
417,321,632,200,563,0
414,321,632,200,566,0
411,321,632,200,569,0
408,321,632,200,572,0
405,321,632,200,575,0
402,321,632,200,578,0
399,321,632,200,581,0
396,321,632,200,584,0
393,321,632,200,587,0
390,321,632,200,590,0
387,321,632,200,593,0
384,321,632,200,596,0
381,321,632,200,599,0
378,321,632,200,602,0
375,321,632,200,605,0
372,321,632,200,608,0
369,321,632,200,611,0
366,321,632,200,614,0
363,321,632,200,608,1
360,321,632,200,602,1
357,321,632,200,596,1
354,321,632,200,590,1
351,321,632,200,584,1
348,321,632,200,587,0
345,321,632,200,590,0
342,321,632,200,593,0
339,321,632,200,596,0
336,321,632,200,599,0
333,321,632,200,602,0
330,321,632,200,605,0
327,321,632,200,599,1
324,321,632,200,593,1
321,321,632,200,587,1
318,321,632,200,590,0
315,321,632,200,593,0
312,321,632,200,596,0
309,321,632,200,590,1
306,321,632,200,584,1
303,321,632,200,587,0
300,321,632,200,590,0
297,321,632,200,584,1
294,321,632,200,578,1
291,321,632,200,572,1
288,321,632,200,575,0
285,321,632,200,578,0
282,321,632,200,572,1
279,321,632,200,566,1
276,321,632,200,560,1
273,321,632,200,554,1
270,321,632,200,548,1
267,321,632,200,542,1
264,321,632,200,536,1
261,321,632,200,530,1
258,321,632,200,524,1
255,321,632,200,518,1
252,321,632,200,512,1
249,321,632,200,506,1
246,321,632,200,500,1
243,321,632,200,494,1
240,321,632,200,488,1
237,321,632,200,482,1
234,321,632,200,476,1
231,321,632,200,470,1
228,321,632,200,473,0
225,321,632,200,476,0
222,321,632,200,479,0
219,321,632,200,482,0
216,321,632,200,485,0
213,321,632,200,488,0
210,321,632,200,491,0
207,321,632,200,494,0
204,321,632,200,497,0
201,321,632,200,491,1
198,321,632,200,485,1
795,432,740,200,479,1
792,432,740,200,473,1
789,432,740,200,467,1
786,432,740,200,461,1
783,432,740,200,455,1
780,432,740,200,449,1
777,432,740,200,443,1
774,432,740,200,446,0
771,432,740,200,449,0
768,432,740,200,452,0
765,432,740,200,455,0
762,432,740,200,458,0
759,432,740,200,461,0
756,432,740,200,464,0
753,432,740,200,467,0
750,432,740,200,470,0
747,432,740,200,473,0
744,432,740,200,476,0
741,432,740,200,479,0
738,432,740,200,482,0
735,432,740,200,485,0
732,432,740,200,479,1
